imdb_title_id,original_title,year,genre,duration,language,production_company,avg_vote,votes,budget,Good_or_Bad_Movie
tt1247644,Breaking Upwards,2009,Romance,88,English,Daryl Wein Films,6.2,1315,15000,0
tt1243955,The Shortcut,2009,"Horror, Mystery, Thriller",100,English,Happy Madison Productions,5.1,3306,5000000,0
tt0810821,A Day in the Life,2009,"Action, Crime, Drama",90,English,Major Independents,5.1,552,3100000,0
tt1085382,Chicago Overcoat,2009,"Action, Adventure, Crime",94,English,Beverly Ridge Pictures,6.0,947,3000000,0
tt1085779,The Hole,2009,"Fantasy, Thriller",92,English,Bold Films,5.7,22173,12000000,0
tt1242548,The Perfect Age of Rock 'n' Roll,2009,"Drama, Music",92,English,Red Hawk Films,5.9,442,5000000,0
tt1337193,Guy and Madeline on a Park Bench,2009,"Drama, Musical",82,"English, French",,6.0,1403,60000,0
tt0808526,Life During Wartime,2009,"Comedy, Drama",98,English,Werc Werk Works,6.4,6782,4500000,0
tt1242605,Blood Moon Rising,2009,"Comedy, Horror",94,English,Victory Angel Films,3.3,361,200000,0
tt0807028,The Pool Boys,2009,Comedy,107,English,A-Mark Entertainment,4.7,2401,15000000,0
tt1090674,Opposite Day,2009,"Comedy, Family",88,English,Opposite Day,4.1,799,1000000,0
tt1090679,Running on Empty Dreams,2009,"Drama, Romance",120,English,Running on Empty Productions,4.5,716,200000,0
tt1242618,Deadline,2009,"Drama, Horror, Thriller",85,English,KRU Studios,4.6,5067,1800000,0
tt1235838,How I Got Lost,2009,Drama,87,English,Blatantly Subtle Productions,5.4,247,500000,0
tt1234541,The Butterfly Effect 3: Revelations,2009,"Crime, Sci-Fi, Thriller",90,English,After Dark Films,5.6,18503,4500000,0
tt1336621,Drifter: Henry Lee Lucas,2009,"Crime, Horror, Thriller",91,English,Feifer Worldwide,4.0,595,1500000,0
tt1092633,"The Goods: Live Hard, Sell Hard",2009,Comedy,89,English,Paramount Vantage,5.8,20547,10000000,0
tt1569933,Clownstrophobia,2009,Horror,78,English,DGW Films,2.0,189,500000,0
tt1095217,The Bad Lieutenant: Port of Call - New Orleans,2009,"Crime, Drama",122,"English, Spanish",Millennium Films,6.6,73352,25000000,0
tt1095404,Follow the Prophet,2009,"Drama, Thriller",91,English,Red Road Productions,6.4,731,2000000,0
tt1097013,Next Day Air,2009,"Action, Comedy, Crime",84,"English, French",A-Mark Entertainment,5.8,10094,3000000,0
tt1097015,Red Hook,2009,"Comedy, Horror, Thriller",86,English,Red Sand Media Partners,3.3,520,1500000,0
tt1235807,Stay Cool,2009,"Comedy, Drama, Romance",94,English,Initiate Productions,5.0,3225,4500000,0
tt1328910,Chrome Angels,2009,"Action, Sci-Fi",93,English,Active Entertainment,3.4,340,2500000,0
tt1246723,Man of Her Dreams,2009,Comedy,140,English,Swirl Films,4.9,101,300000,0
tt1328909,Cummings Farm,2009,Comedy,98,English,Finish Films,3.5,929,500000,0
tt1127180,Drag Me to Hell,2009,"Horror, Thriller",99,"English, Spanish, Hungarian, Czech",Universal Pictures,6.5,185177,30000000,0
tt1318001,Handsome Harry,2009,Drama,94,English,Worldview Entertainment,6.1,2073,1000000,0
tt1311067,Halloween II,2009,Horror,105,English,Dimension Films,4.9,47460,15000000,0
tt1251495,Spicy Mac Project,2009,Comedy,90,English,Cente Service,5.4,102,25000,0
tt1132286,Mandie and the Secret Tunnel,2009,"Adventure, Drama, Family",100,English,Lost World Pictures,5.4,323,750000,0
tt1311093,The Gold Retrievers,2009,"Adventure, Comedy, Family",90,English,Alpine Pictures,4.7,220,1000000,0
tt1133995,The Way of War,2009,"Action, Thriller",90,English,Capital City Entertainment,3.2,2511,5000000,0
tt1134674,ZMD: Zombies of Mass Destruction,2009,"Comedy, Horror, Sci-Fi",89,English,Typecast Pictures,5.0,3975,500000,0
tt1127900,Dedd Brothers,2009,"Comedy, Crime",90,English,Aria Relic Cinema,2.9,108,1250000,0
tt1135500,Homecoming,2009,"Drama, Thriller",91,English,Animus Films,5.3,4137,1500000,0
tt1135503,Julie & Julia,2009,"Biography, Drama, Romance",123,"English, French",Columbia Pictures,7.0,105146,40000000,1
tt1308109,Duress,2009,"Crime, Thriller",80,English,Duress Film,5.6,973,2000000,0
tt1136684,Run! Bitch Run!,2009,"Horror, Thriller",90,English,Freak Show Entertainment,4.2,2726,25000,0
tt1231580,Alvin and the Chipmunks: The Squeakquel,2009,"Animation, Comedy, Family",88,"English, French",Fox 2000 Pictures,4.5,42604,75000000,0
tt1231287,Labor Pains,2009,"Comedy, Romance",89,English,Millennium Films,4.8,10668,10000000,0
tt1137455,Fire from Below,2009,Thriller,89,English,Andrew Stevens Entertainment,2.8,868,1000000,0
tt1139282,Stolen Lives,2009,"Crime, Drama, Mystery",91,English,2 Bridges Productions,6.1,5306,2000000,0
tt0790712,The Messenger,2009,"Drama, Romance, War",113,"English, Spanish",Oscilloscope,7.1,33559,6500000,1
tt1139668,The Unborn,2009,"Drama, Horror, Mystery",88,"English, Hebrew",Rogue Pictures,4.8,48970,16000000,0
tt1231277,S. Darko,2009,"Drama, Mystery, Sci-Fi",103,English,Silver Nitrate,3.6,13092,4000000,0
tt0346631,Blood and Bone,2009,"Action, Crime, Drama",93,English,Remarkable Films,6.7,30815,3700000,0
tt1142433,Post Grad,2009,"Comedy, Romance",88,English,Fox Atomic,5.3,13567,15000000,0
tt1252329,Redwoods,2009,"Drama, Romance",82,English,Funny Boy Films,5.5,1525,115000,0
tt1142988,The Ugly Truth,2009,"Comedy, Romance",96,English,Columbia Pictures,6.4,200721,38000000,0
tt1144541,Coyote County Loser,2009,"Comedy, Drama, Romance",92,English,Coyote County Productions,6.1,185,250000,0
tt1307002,Redemption: A Mile from Hell,2009,"Action, Crime, Drama",90,English,Cas-Mor Productions,3.5,510,60000,0
tt1144551,Peter and Vandy,2009,"Drama, Romance",95,English,Cook Street Productions,6.3,1437,500000,0
tt1251757,Middle Men,2009,"Comedy, Crime, Drama",105,English,Paramount Pictures,6.8,36283,20000000,0
tt1270286,To Save a Life,2009,Drama,120,English,New Song Pictures,6.9,5362,500000,0
tt1130080,The Informant!,2009,"Biography, Comedy, Crime",108,"English, German",Warner Bros.,6.4,62333,22000000,0
tt0362478,The Box,2009,"Drama, Fantasy, Mystery",115,English,Warner Bros.,5.6,87997,30000000,0
tt0791321,Live Evil,2009,Horror,97,English,Live Evil The Movie Enterprises,4.1,306,400000,0
tt1129441,ThanksKilling,2009,"Comedy, Horror, Thriller",70,English,In Broad Daylight Films,4.2,3917,3500,0
tt1314645,C Me Dance,2009,"Drama, Thriller",89,English,Uplifting Entertainment,1.2,369,155000,0
tt1231600,Witchmaster General,2009,Horror,94,English,Yellow Ape Productions,2.6,135,100000,0
tt1314228,Did You Hear About the Morgans?,2009,"Comedy, Drama, Romance",103,"English, Ukrainian, French, Italian, Spanish",Columbia Pictures,4.8,37186,58000000,0
tt1231593,Dark Moon Rising,2009,"Crime, Horror, Romance",124,English,Flick Investment Group,3.9,639,3000000,0
tt1314653,Jesus People: The Movie,2009,Comedy,90,English,Jesus People Productions,5.1,117,250000,0
tt0758755,Immortally Yours,2009,"Horror, Romance",100,English,Immortally Yours,2.1,666,1300000,0
tt1130087,16 to Life,2009,"Comedy, Romance",89,English,Duck Farm Films,6.3,445,1000000,0
tt1131727,Against the Current,2009,Drama,98,English,Ghost Robot,6.1,1128,3000000,0
tt1132135,Asylum Seekers,2009,"Comedy, Fantasy",90,English,Cipher Productions,4.9,968,1500000,0
tt1312246,Terror from Beneath the Earth,2009,"Comedy, Horror",69,English,All For George Productions,4.5,103,10000,0
tt1249431,The People's Agency,2009,"Action, Comedy",90,English,Urban Zebra Productions,2.2,102,200000,0
tt0795438,Not Easily Broken,2009,"Drama, Romance",99,English,Screen Gems,6.1,2735,5000000,0
tt0773306,Rome & Jewel,2008,"Drama, Musical",91,English,Rome & Jewel LLC,4.2,129,1200000,0
tt0447927,Dimples,2008,"Horror, Mystery, Thriller",88,"English, French",Advanced Visual Media,3.7,376,500000,0
tt0770752,Fool's Gold,2008,"Action, Adventure, Comedy",112,English,Warner Bros.,5.7,72455,70000000,0
tt0762145,Vice,2008,"Crime, Drama, Mystery",99,English,Arcview Entertainment,4.8,831,4500000,0
tt0882969,The Golden Boys,2008,"Comedy, Romance",97,English,West Wind Productions,6.0,490,8000000,0
tt0899128,100 Feet,2008,"Horror, Mystery, Thriller",96,English,Grand Illusions Entertainment,5.5,11919,10000000,0
tt0875705,Lake City,2008,"Crime, Drama",93,English,Mark Johnson Productions,5.8,817,4000000,0
tt0887912,The Hurt Locker,2008,"Drama, Thriller, War",131,"English, Arabic",Voltage Pictures,7.6,414225,15000000,1
tt0882755,"One, Two, Many",2008,"Comedy, Romance",88,English,Fiore Films,3.5,809,500000,0
tt0441773,Kung Fu Panda,2008,"Animation, Action, Adventure",92,English,DreamWorks Animation,7.5,409544,130000000,1
tt0872249,The Devil's Dominoes,2008,Thriller,90,English,American Stonehenge Films,4.7,134,500000,0
tt0446676,Deal,2008,"Comedy, Drama, Thriller",85,English,Metro-Goldwyn-Mayer (MGM),5.4,4313,5000000,0
tt0883398,Dark Reel,2008,"Comedy, Horror, Thriller",109,English,Dark Reel Productions,3.5,1027,1000000,0
tt0884038,El camino,2008,Drama,91,English,WinSome Productions,5.8,116,600000,0
tt0443435,Autopsy,2008,"Horror, Mystery, Thriller",84,English,Parallel Zide,5.0,6243,2000000,0
tt0448157,Hancock,2008,"Action, Fantasy",92,"English, Japanese, Vietnamese",Columbia Pictures,6.4,437405,150000000,0
tt0884224,"War, Inc.",2008,"Action, Comedy, Thriller",107,"English, Hungarian",New Crime Productions,5.6,21296,10000000,0
tt0892041,Border Lost,2008,Action,105,English,Instinct Productions,4.1,253,500000,0
tt0770814,Tennessee,2008,"Adventure, Comedy, Drama",99,English,Lee Daniels Entertainment,5.4,745,4000000,0
tt0486674,What Just Happened,2008,"Comedy, Drama",104,"English, Hebrew, French",2929 Productions,5.6,26303,25000000,0
tt0765476,Meet Dave,2008,"Adventure, Comedy, Family",90,English,Twentieth Century Fox,5.0,37879,60000000,0
tt0489019,Dead and Gone,2008,Horror,85,English,Dark Haze,3.2,552,500000,0
tt0893406,Loaded,2008,"Action, Crime, Drama",98,English,Wingman Productions,4.5,2767,15000000,0
tt0445939,The Burrowers,2008,"Horror, Thriller, Western",96,"English, French, Sioux",Blue Star Pictures,5.7,7588,7000000,0
tt0772165,Dark Streets,2008,"Drama, Thriller",83,English,Capture Film International,4.5,354,8000000,0
tt0883410,Nora's Hair Salon II,2008,Comedy,80,English,Nora's Hair Salon,3.0,128,1200000,0
tt0488612,The Poker Club,2008,"Crime, Drama, Thriller",85,English,RAM Films,5.2,367,3200000,0
tt0896031,The Loss of a Teardrop Diamond,2008,"Drama, Romance",102,English,Constellation Entertainment,5.8,2402,6500000,0
tt0880578,Untraceable,2008,"Crime, Mystery, Thriller",101,English,Screen Gems,6.2,46812,35000000,0
tt0889595,Dream Boy,2008,"Drama, Romance",88,English,Garbus Kroupa Entertainment,6.2,3811,1200000,0
tt0880648,Shuttle,2008,"Crime, Drama, Mystery",107,English,Fourth Wall Productions,5.7,5325,2400000,0
tt0897347,The Echo,2008,"Drama, Horror, Mystery",90,English,RightOff Entertainment,5.6,5411,5000000,0
tt0489017,Dark World,2008,Thriller,90,English,Light Mountain Productions LLC,3.9,167,750000,0
tt0892109,Trailer Park of Terror,2008,Horror,98,English,Trailer Park Partners,5.2,3730,3250000,0
tt0810880,Gospel Hill,2008,Drama,99,English,Deco Entertainment,5.4,868,6000000,0
tt0871438,Ocean of Pearls,2008,Drama,97,English,Light Post Pictures,7.1,300,750000,1
tt0800240,Deception,2008,"Crime, Drama, Mystery",107,"English, Spanish, Cantonese",Rifkin-Eberts,6.1,37345,25000000,0
tt0818165,The Alphabet Killer,2008,"Crime, Mystery, Thriller",98,English,Intrinsic Value Films,5.2,7842,2000000,0
tt0494652,"Welcome Home, Roscoe Jenkins",2008,"Comedy, Romance",104,English,Universal Pictures,5.5,13315,35000000,0
tt0800039,Forgetting Sarah Marshall,2008,"Comedy, Drama, Romance",111,"English, Hawaiian, German, Japanese",Universal Pictures,7.1,259276,30000000,1
tt0822802,Death Toll,2008,"Action, Crime, Thriller",90,"English, French",HK Pictures,2.3,441,3500000,0
tt0822832,Marley & Me,2008,"Comedy, Drama, Family",111,English,Fox 2000 Pictures,7.1,144191,60000000,1
tt0479952,Madagascar: Escape 2 Africa,2008,"Animation, Adventure, Comedy",89,"English, Italian",DreamWorks Animation,6.6,200033,150000000,0
tt0824747,Changeling,2008,"Biography, Crime, Drama",141,English,Imagine Entertainment,7.7,233510,55000000,1
tt0469059,Crystal River,2008,Drama,102,English,Crystal River Pictures,4.6,208,500000,0
tt0825279,20 Years After,2008,"Drama, Fantasy, Sci-Fi",95,English,Kooroc Films,3.2,1488,1000000,0
tt0499469,Emilio,2008,"Adventure, Drama, Mystery",102,"English, Spanish",Emilio Productions,7.3,174,1800000,1
tt0826756,Watercolors,2008,"Drama, Romance",114,English,SilverLight Entertainment,6.4,1429,1200000,0
tt0790723,Just Add Water,2008,"Comedy, Romance",95,English,Bleeding Hart Films,5.6,2867,625000,0
tt0464096,Lonely Street,2008,"Comedy, Mystery, Thriller",89,English,CB Productions,5.2,523,2000000,0
tt0829437,Thunder Over Reno,2008,Adventure,93,English,,7.1,306,2200000,1
tt0829442,The Wild Man of the Navidad,2008,"Drama, Horror, Mystery",86,"Spanish, English",Greeks Productions,4.7,491,7000,0
tt0830535,Disfigured,2008,Drama,96,English,Launchpad Productions,6.5,310,50000,0
tt0831887,The Spirit,2008,"Action, Crime, Fantasy",103,"English, French",Lionsgate,4.8,59015,60000000,0
tt0800080,The Incredible Hulk,2008,"Action, Adventure, Sci-Fi",112,"English, Portuguese, Spanish",Universal Pictures,6.7,426219,150000000,0
tt0817538,Drillbit Taylor,2008,"Action, Comedy, Crime",110,English,Paramount Pictures,5.7,57547,40000000,0
tt0834541,Sherman's Way,2008,Comedy,97,English,Starry Night Entertainment,5.4,515,250000,0
tt0800268,Wieners,2008,"Adventure, Comedy",89,English,Braveart Films,4.3,2198,8000000,0
tt0475936,Bar Starz,2008,Comedy,105,English,Blue Rider Pictures,3.9,154,7000000,0
tt0475998,The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,"Animation, Adventure, Comedy",85,English,Universal Pictures,5.7,2569,15000000,0
tt0476958,Amusement,2008,"Action, Comedy, Crime",85,English,Macari/Edelstein,4.9,11018,10000000,0
tt0808148,AmericanEast,2008,Drama,110,English,Distant Horizon,6.2,285,2500000,0
tt0806073,Flogging Margaret,2008,"Comedy, Romance",98,English,Pull My Focus Productions,3.7,283,75000,0
tt0477050,Noble Things,2008,Drama,98,English,Lava Box Entertainment Group,4.9,161,5000000,0
tt0472050,Bart Got a Room,2008,Comedy,80,English,Basra Entertainment,5.6,3965,2000000,0
tt0814314,Seven Pounds,2008,Drama,123,"English, Spanish",Columbia Pictures,7.6,282310,55000000,1
tt0804443,Asylum,2008,"Horror, Thriller",93,English,Hyde Park Films,4.1,3414,9000000,0
tt0803057,The Promotion,2008,Comedy,86,"English, Spanish",Dimension Films,5.6,17973,8000000,0
tt0802956,Bryan Loves You,2008,Horror,92,English,Landau Motion Pictures,2.1,289,1000000,0
tt0756707,Rigged,2008,"Action, Adventure, Crime",100,"English, French",Outpost Pictures,5.6,1611,1000000,0
tt0494208,Baggage,2008,Drama,110,English,Baggage,4.8,350,2000000,0
tt0471032,Sea of Dust,2008,"Comedy, Fantasy, Horror",90,English,309 Productions,3.3,148,1000000,0
tt0470679,August,2008,Drama,88,English,57th & Irving Productions,5.3,4012,3400000,0
tt0478087,21,2008,"Crime, Drama, History",123,English,Columbia Pictures,6.8,225698,35000000,0
tt0800308,Appaloosa,2008,"Action, Crime, Drama",115,"English, Apache languages, Spanish",New Line Cinema,6.7,57677,20000000,0
tt0832284,The Boneyard Collection,2008,"Comedy, Horror",99,English,Irena Belle Films,4.5,254,700000,0
tt0834899,Say Goodnight,2008,Comedy,85,English,Cantina Bar Films,4.8,151,500000,0
tt0871426,Baby Mama,2008,"Comedy, Romance",99,English,Broadway Video,6.0,41704,30000000,0
tt0482606,The Strangers,2008,"Horror, Thriller",86,English,Rogue Pictures,6.2,115668,9000000,0
tt0489281,Stop-Loss,2008,"Drama, War",112,English,Paramount Pictures,6.4,19506,25000000,0
tt0852713,The House Bunny,2008,"Comedy, Romance",97,English,Columbia Pictures,5.5,78215,25000000,0
tt0451214,Stone & Ed,2008,Comedy,83,English,Three Bird Pictures,2.0,407,560000,0
tt0451079,Horton Hears a Who!,2008,"Animation, Adventure, Comedy",86,English,Blue Sky Studios,6.8,127433,85000000,0
tt0860835,Closet Space,2008,Horror,99,English,Upstart Filmworks,3.8,148,150000,0
tt0860870,Touching Home,2008,"Drama, Sport",108,English,Winston Movie,5.8,685,2000000,0
tt0484831,Spy School,2008,"Adventure, Comedy, Drama",86,English,Kosmic Film Entertainment,4.5,1496,3000000,0
tt0862846,Sunshine Cleaning,2008,"Comedy, Drama",91,"English, Spanish",Overture Films,6.8,68914,8000000,0
tt0496306,Good Chemistry,2008,"Drama, Thriller",88,English,Luxfarm Pictures,3.0,134,300000,0
tt0448993,The Art of Travel,2008,Drama,100,"English, Spanish",Brenster Productions,6.4,2421,2000000,0
tt0867295,From a Place of Darkness,2008,"Drama, Horror, Thriller",84,English,110 In The Shade Productions,3.6,221,500000,0
tt0867411,Ranchero,2008,"Crime, Drama",95,English,Lamppost Productions,5.5,122,900000,0
tt0867464,Clean Break,2008,"Drama, Thriller",93,English,Drimtim Entertainment,4.2,689,3000000,0
tt0867591,Smother,2008,"Comedy, Drama",92,English,Scion Films,4.7,2712,8000000,0
tt0485782,The Thirst: Blood War,2008,"Action, Comedy, Horror",96,English,Psycho Studios,2.6,313,1000000,0
tt0870176,October Moon 2: November Son,2008,"Comedy, Drama, Horror",103,English,B+BOY Productions,4.4,122,34000,0
tt0485924,Killing Ariel,2008,"Horror, Thriller",90,English,DJN Studios Inc.,4.8,666,1500000,0
tt0453560,Toxic,2008,"Drama, Thriller",88,English,Wingman Productions,3.8,850,3800000,0
tt0482603,Space Chimps,2008,"Animation, Adventure, Comedy",81,English,Vanguard Films and Animation,4.5,10639,37000000,0
tt1942064,Game Boys,2008,"Comedy, Romance",112,English,Girls with Guns Productions,6.5,131,10000,0
tt0481536,Harold & Kumar Escape from Guantanamo Bay,2008,"Adventure, Comedy",114,"English, Spanish, French",New Line Cinema,6.6,129251,12000000,0
tt0834952,Shelter,2008,Drama,101,English,Three Blind Artists Entertainment Group,5.1,150,100000,0
tt0785007,Over Her Dead Body,2008,"Comedy, Fantasy, Romance",95,English,Gold Circle Films,5.2,23640,10000000,0
tt1815582,Alien Encounter,2008,Sci-Fi,82,English,1066 Pictures,5.8,255,190000,0
tt0837792,Dough Boys,2008,"Drama, Family",90,English,Ducky Entertainment,4.9,106,200000,0
tt0837796,House,2008,Horror,88,English,More Entertainment,4.6,5519,2500000,0
tt0837802,Your Name Here,2008,"Biography, Drama",106,English,MEB Entertainment,4.4,142,350000,0
tt0783538,Lady Magdalene's,2008,"Action, Comedy, Music",116,English,Jesulu Productions,2.4,911,525000,0
tt0838283,Step Brothers,2008,Comedy,98,"English, Spanish",Columbia Pictures,6.9,263102,65000000,0
tt0839980,Semi-Pro,2008,"Comedy, Sport",91,English,New Line Cinema,5.8,77449,55000000,0
tt0841009,Beau Jest,2008,"Comedy, Romance",98,English,Prostorm Pictures,5.5,103,1000000,0
tt0841138,Osso Bucco,2008,"Comedy, Romance",86,English,River West Films,5.6,107,1100000,0
tt0454941,The Sensei,2008,"Action, Drama, Sport",103,English,Heitmann Entertainment,6.6,390,220000,0
tt0783236,Channels,2008,Romance,107,English,New Yolk Times,3.9,125,196000,0
tt0493406,Chinaman's Chance: America's Other Slaves,2008,"Action, Drama, History",90,English,ACE Studios,5.5,153,2800000,0
tt0844286,The Brothers Bloom,2008,"Action, Adventure, Comedy",114,"English, French, Czech, Japanese",Endgame Entertainment,6.8,48453,20000000,0
tt0489282,Strange Wilderness,2008,"Adventure, Comedy",87,English,Pelican Productions LLC (I),5.3,20765,20000000,0
tt0844671,College,2008,Comedy,94,English,Element Films,4.6,12008,7000000,0
tt0756673,Labou,2008,Family,95,English,Dog and Rooster Productions,4.9,222,1000000,0
tt1091224,Beyond the Dunwich Horror,2008,Horror,104,English,Scorpio Film Releasing,4.9,127,75000,0
tt1060277,Cloverfield,2008,"Action, Adventure, Horror",85,"English, Russian",Paramount Pictures,7.0,367611,25000000,1
tt1043787,A Beautiful Life,2008,Drama,81,English,Calla Productions,4.5,363,5000000,0
tt1034320,Major Movie Star,2008,"Adventure, Comedy, Drama",98,English,BenderSpink,4.3,3905,30000000,0
tt1034331,Righteous Kill,2008,"Crime, Drama, Mystery",101,"English, Spanish, Russian",Millennium Films,6.0,83756,60000000,0
tt1219708,Praxis,2008,Drama,93,English,Damaged Films,3.6,123,250000,0
tt1038971,How to Be a Serial Killer,2008,"Comedy, Crime, Horror",91,English,Matador Motion Pictures,5.5,1978,2000000,0
tt1041753,Harold,2008,Comedy,90,English,Blue Star Pictures,5.5,1846,3500000,0
tt1219680,Cold Play,2008,Thriller,88,English,Cold Play Movie,5.6,122,250000,0
tt1218509,Prank,2008,Horror,100,English,MasiMedia,5.0,136,90000,0
tt1215458,Box Elder,2008,Comedy,89,English,Boxcar Films,6.7,306,60000,0
tt1213644,Disaster Movie,2008,Comedy,87,English,Lionsgate,1.9,86219,20000000,0
tt1042877,Cadillac Records,2008,"Biography, Drama, Music",109,English,LightWave Entertainment,7.0,19765,12000000,1
tt1212399,305,2008,Comedy,84,"English, Persian",Holechek Pictures,3.1,883,250000,0
tt1043719,Cave Women on Mars,2008,Sci-Fi,73,English,Saint Euphoria Unlimited,5.2,132,10000,0
tt1043838,Conspiracy,2008,"Action, Drama, Mystery",90,"English, Spanish, Russian, Arabic, French",Stage 6 Films,4.6,3711,8000000,0
tt1220706,Breathing Room,2008,"Horror, Mystery, Thriller",89,English,New Artists Alliance,4.3,3422,25000,0
tt1045655,The Haunting of Molly Hartley,2008,"Drama, Horror, Thriller",82,English,Huntington Prep,3.9,9315,5000000,0
tt1046163,My Best Friend's Girl,2008,"Comedy, Romance",101,English,Lionsgate,5.9,42133,20000000,0
tt1047832,Linewatch,2008,"Crime, Drama, Thriller",90,"English, Spanish",Linewatch Productions,5.5,2587,5000000,0
tt1056411,Able Danger,2008,"Crime, Drama, Thriller",86,"English, German",Able Danger,5.2,114,1500000,0
tt1059980,Soccer Mom,2008,"Comedy, Family, Sport",92,"English, Italian",Bogner Entertainment,5.0,1125,3500000,0
tt1209380,Marlowe,2008,"Adventure, Comedy, Crime",90,English,Dog Productions,2.6,424,300000,0
tt0902274,Death on Demand,2008,Horror,90,English,Evil Twins (II),3.4,425,250000,0
tt1064801,Red Canyon,2008,"Action, Horror, Thriller",98,English,Boot Girl Production,3.5,702,1500000,0
tt0397892,Bolt,2008,"Animation, Adventure, Comedy",96,English,Walt Disney Animation Studios,6.8,185896,150000000,0
tt1067084,Ready? OK!,2008,Comedy,91,English,Daisy 3 Pictures,6.4,378,70000,0
tt1070858,The Secrets of Jonathan Sperry,2008,Drama,96,English,Christiano Film Group,6.7,1302,900000,0
tt1204031,Defying Gravity,2008,"Comedy, Drama",90,English,Balancing Act Pictures,5.3,129,100000,0
tt1034303,Defiance,2008,"Action, Drama, History",137,"English, German, Russian",Paramount Vantage,7.2,136013,32000000,1
tt1033643,What Happens in Vegas,2008,"Comedy, Romance",99,"English, Serbo-Croatian",Twentieth Century Fox,6.1,163171,35000000,0
tt1071876,Horror House,2008,"Horror, Thriller",85,English,Kenzie Productions,2.5,107,35000,0
tt1023342,Of Boys and Men,2008,Drama,90,English,,6.0,165,650000,0
tt1015460,Frat House Massacre,2008,"Horror, Thriller",116,English,Screamkings Productions,4.9,195,1000000,0
tt1015976,Columbus Day,2008,"Crime, Drama, Thriller",90,English,Bert Marcus Productions,5.3,3249,7000000,0
tt1017430,Days of Wrath,2008,Drama,94,English,Foxy Films,6.8,138,10000000,0
tt1017442,House of Usher,2008,"Horror, Thriller",84,English,Rapid Heart Pictures,2.9,485,1000000,0
tt1018785,The Sisterhood of the Traveling Pants 2,2008,"Comedy, Drama, Romance",119,"English, Greek",Alcon Entertainment,6.2,26655,27000000,0
tt1018818,Assassination of a High School President,2008,"Comedy, Crime, Mystery",93,English,Vertigo Entertainment,6.2,15374,11500000,0
tt1135985,Sex Drive,2008,"Comedy, Romance",109,English,Summit Entertainment,6.5,82666,19000000,0
tt1254956,From Inside,2008,"Animation, Horror",71,English,Lakeshore Records,6.2,230,100000,0
tt1018830,Yonkers Joe,2008,"Comedy, Crime, Thriller",101,English,GO Productions,6.4,784,5000000,0
tt1022883,Pig Hunt,2008,"Action, Horror, Thriller",99,English,Upcal Entertainment,4.7,2418,3000000,0
tt1023111,Never Back Down,2008,"Action, Drama, Sport",113,English,Summit Entertainment,6.6,94632,20000000,0
tt1245678,The Torturer,2008,"Drama, Horror, Mystery",86,"English, German",Conspiracy Films,4.5,243,1500000,0
tt1234430,Between Something & Nothing,2008,Drama,105,English,Bangor Films,4.9,286,10000,0
tt1032749,Evilution,2008,Horror,91,English,Black Gate Entertainment,3.7,681,1200000,0
tt1023481,Step Up 2: The Streets,2008,"Drama, Music, Romance",98,"English, Russian",Touchstone Pictures,6.2,78880,17500000,0
tt1024715,Choke,2008,"Comedy, Drama",92,English,Fox Searchlight Pictures,6.4,31248,3000000,0
tt1232779,"Happy Birthday, Harris Malden",2008,Comedy,80,English,,5.6,113,45000,0
tt1027747,Stiletto,2008,"Action, Crime, Drama",99,"English, Russian, Spanish",TinRes Entertainment,4.9,2511,4000000,0
tt1027760,Uncross the Stars,2008,"Comedy, Drama",95,English,G2 Productions,6.3,215,1000000,0
tt1230538,Homeworld,2008,Sci-Fi,104,English,Rhinomotion,3.9,533,25000,0
tt1225292,Insidious,2008,"Drama, Mystery, Romance",96,English,Romantic Troubadour Entertainment,6.1,128,1000000,0
tt1027862,Swing Vote,2008,"Comedy, Drama",120,English,Touchstone Pictures,6.1,17457,21000000,0
tt1224436,Alive or Dead,2008,Horror,83,English,The Legacy Mill,3.0,761,200000,0
tt1029285,The Errand of Angels,2008,Drama,91,"English, German",Mirror Films,6.1,245,160000,0
tt1031969,The Rocker,2008,"Comedy, Music",102,English,Fox Atomic,6.2,36404,15000000,0
tt1221356,The Kiss,2008,"Horror, Romance",103,English,Mar*Val*Les Films,5.2,128,265000,0
tt1196618,Dracula's Guest,2008,"Adventure, Horror, Thriller",82,English,North American Entertainment,2.8,487,1000000,0
tt1072423,The Art of Pain,2008,Comedy,88,English,Art Pain Films,3.6,193,400000,0
tt1014807,Rule of Three,2008,"Horror, Thriller",85,English,Kate Frey SFX,5.0,133,500000,0
tt1118687,Plague Town,2008,"Horror, Thriller",88,English,Dark Sky Films,4.5,1647,1000000,0
tt1095001,Explicit Ills,2008,"Drama, Romance",87,English,Mangusta Productions,5.7,712,1500000,0
tt1157601,Break,2008,"Action, Crime, Drama",83,English,Full Force Films,3.7,343,750000,0
tt1153690,Ballast,2008,Drama,96,English,Alluvial Film Company,6.9,2202,700000,0
tt1098337,Holocaust Holocaust,2008,Horror,70,English,Capital K Pictures,3.3,125,50000,0
tt1099212,Twilight,2008,"Drama, Fantasy, Romance",122,English,Summit Entertainment,5.2,417077,37000000,0
tt1103221,Fix,2008,Drama,93,English,LAFCO,6.2,854,500000,0
tt1103259,The Sweep,2008,Comedy,90,English,Pop Art Film Factory,1.3,123,500000,0
